4	5528061	5529114	1	1	0	1	0	36
4	6288903	6290713	1	1	0	1	0	16
4	6290859	6292923	1	1	0	3	0	31
4	6293095	6293643	1	1	0	1	0	32
4	6293725	6296767	1	1	0	4	0	35
4	6296917	6302383	1	1	0	3	0	37
4	10503036	10509582	2	2	0	3	0	32
4	10509661	10515087	2	2	0	1	0	26
4	10522456	10527464	2	2	0	2	0	29
4	10527547	10529699	2	2	0	3	0	21
4	10529719	10533879	2	2	0	1	0	19
4	10533908	10542117	2	2	0	1	0	30
4	10542229	10543645	2	2	0	2	0	20
4	10543666	10543878	2	2	0	1	0	20
4	10560077	10566294	2	2	0	3	0	35
4	10566402	10567632	2	2	0	3	0	29
4	10599674	10669482	2	2	0	3	0	13
4	11401738	11430322	2	2	0	2	0	19
4	13578616	13579026	2	2	0	2	0	31
4	13579112	13579205	2	2	0	3	0	36
4	13579256	13581551	2	2	0	3	0	26
4	13581598	13582643	2	2	0	2	0	30
4	13583935	13584275	2	2	0	1	0	12
4	13584361	13588019	2	2	0	2	0	37
4	13588100	13589322	2	2	0	3	0	36
4	13592071	13593546	2	2	0	2	0	27
4	13593591	13597483	2	2	0	4	0	28
4	13597569	13598727	2	2	0	2	0	28
4	13598793	13600569	2	2	0	1	0	24
4	13608814	13610153	2	2	0	1	0	17
4	13610293	13610918	2	2	0	1	0	19
4	13615286	13615819	2	2	0	1	0	25
4	13616435	13616935	2	2	0	2	0	20
4	13617127	13621566	2	2	0	2	0	16
4	15780271	15818133	1	1	0	2	0	32
4	15818264	15826503	1	1	0	2	0	35
4	15835926	15839714	1	1	0	1	0	18
4	15839789	15841648	1	1	0	1	0	26
4	15841742	15842074	1	1	0	3	0	34
4	17581563	17583382	1	1	0	4	0	34
4	17583438	17583910	1	1	0	2	0	25
4	17584017	17585105	1	1	0	1	0	32
4	17586760	17590441	1	1	0	1	0	24
4	17597158	17598668	1	1	0	1	0	27
4	17598758	17600078	1	1	0	2	0	21
4	17608562	17609022	1	1	0	4	0	36
4	41748340	41749365	2	2	0	1	0	14
4	41749554	41750386	2	2	0	1	0	37
4	48994108	48996635	1	1	0	3	0	26
4	48996838	49000476	1	1	0	3	0	34
4	49000566	49005751	1	1	0	3	0	36
4	49006010	49009217	1	1	0	1	0	18
4	49009344	49019265	1	1	0	2	0	36
4	49019346	49030645	1	1	0	2	0	17
4	49030752	49032841	1	1	0	2	0	26
4	49032978	49034582	1	1	0	2	0	26
4	49034733	49040052	1	1	0	1	0	25
4	49046865	49052710	1	1	0	1	0	12
4	49052867	49063828	1	1	0	1	0	34
4	57209133	57209727	2	2	0	2	0	31
4	57209851	57211292	2	2	0	1	0	29
4	57211457	57215428	2	2	0	4	0	27
4	57216225	57217507	2	2	0	3	0	37
4	57217624	57219569	2	2	0	2	0	27
4	57219763	57220204	2	2	0	1	0	28
4	57220378	57220870	2	2	0	1	0	19
4	57250508	57253527	2	2	0	1	0	17
4	68606443	68610285	2	2	0	1	0	19
4	68610506	68619531	2	2	0	2	0	31
4	70707825	70709878	2	2	0	3	0	34
4	70710060	70713415	2	2	0	2	0	35
4	70713511	70715154	2	2	0	1	0	20
4	70715282	70719934	2	2	0	2	0	37
4	70721145	70723217	2	2	0	1	0	15
4	71226560	71227818	1	1	0	3	0	26
4	71227887	71232360	1	1	0	4	0	31
4	71588469	71628235	1	1	0	1	0	16
4	71628410	71629268	1	1	0	3	0	19
4	71630294	71634254	1	1	0	2	0	21
4	71634379	71639227	1	1	0	1	0	13
4	71640951	71644085	1	1	0	1	0	37
4	71644156	71648807	1	1	0	1	0	26
4	71648901	71650512	1	1	0	3	0	28
4	71654691	71655211	1	1	0	2	0	30
4	71655310	71656941	1	1	0	2	0	37
4	74306531	74308012	1	1	0	1	0	37
4	74308146	74309063	1	1	0	1	0	22
4	74309162	74310709	1	1	0	4	0	24
4	74310840	74313178	1	1	0	2	0	24
4	74313394	74315051	1	1	0	2	0	17
4	74315851	74316331	1	1	0	2	0	19
4	74347581	74349657	1	1	0	2	0	18
4	74350108	74351578	1	1	0	1	0	26
4	74351791	74352683	1	1	0	1	0	34
4	74353539	74354346	1	1	0	1	0	22
4	74354477	74357588	1	1	0	1	0	35
4	74357804	74361016	1	1	0	1	0	31
4	74361150	74363368	1	1	0	3	0	19
4	74363467	74364830	1	1	0	2	0	21
4	74365945	74367503	1	1	0	2	0	33
4	74702577	74702680	1	1	0	2	0	37
4	74702814	74702919	1	1	0	2	0	31
4	74703004	74703339	1	1	0	2	0	30
4	88720786	88723499	1	1	0	2	0	31
4	88723568	88723659	1	1	0	2	0	27
4	88731917	88732513	1	1	0	4	0	36
4	100197806	100200582	2	2	0	0	1	29
4	100197806	100231921	2	2	0	0	1	29
4	100200722	100201300	2	2	0	1	0	24
4	100203764	100205555	2	2	0	4	0	37
4	100205776	100205872	2	2	0	1	0	29
4	100334330	100336634	2	2	0	1	0	18
4	100336774	100340142	2	2	0	2	0	33
4	100349147	100349243	2	2	0	1	0	13
4	100349332	100349648	2	2	0	2	0	28
4	100350791	100356372	2	2	0	3	0	30
4	100803225	100805218	2	2	0	1	0	15
4	100805283	100806698	2	2	0	1	0	25
4	100806812	100808452	2	2	0	3	0	32
4	100808512	100813156	2	2	0	2	0	35
4	100813192	100815111	2	2	0	1	0	34
4	100815158	100815491	2	2	0	1	0	33
4	103422946	103446668	1	1	0	1	0	22
4	103451072	103455001	1	1	0	3	0	22
4	103455043	103459014	1	1	0	2	0	26
4	103459114	103488143	1	1	0	1	0	22
4	103498197	103500037	1	1	0	1	0	32
4	103500197	103501691	1	1	0	2	0	31
4	103504115	103505838	1	1	0	2	0	25
4	103505978	103514581	1	1	0	1	0	17
4	103514726	103516048	1	1	0	1	0	14
4	103517490	103518676	1	1	0	1	0	36
4	103522167	103527652	1	1	0	1	0	24
4	103527855	103528306	1	1	0	1	0	30
4	103528477	103528805	1	1	0	1	0	18
4	103528909	103531731	1	1	0	1	0	26
4	103531857	103533200	1	1	0	2	0	35
4	103533268	103533590	1	1	0	4	0	34
4	103553439	103555944	2	2	0	2	0	31
4	103556203	103557021	2	2	0	3	0	30
4	103557165	103560869	2	2	0	2	0	33
4	103571859	103578838	2	2	0	1	0	32
4	103592556	103595075	2	2	0	1	0	22
4	103595228	103610730	2	2	0	1	0	30
4	103611929	103635594	2	2	0	2	0	22
4	103645125	103647745	2	2	0	1	0	34
4	110736961	110737308	1	1	0	1	0	13
4	110737535	110739091	1	1	0	2	0	32
4	110739247	110740156	1	1	0	2	0	18
4	110740217	110743502	1	1	0	2	0	22
4	110743645	110745120	1	1	0	2	0	21
4	110745190	110745573	1	1	0	2	0	30
4	113218626	113236956	1	1	0	1	0	15
4	113299055	113303553	1	1	0	1	0	30
4	113303709	113332982	1	1	0	2	0	29
4	113333182	113345099	1	1	0	2	0	31
4	113345160	113346820	1	1	0	3	0	35
4	113346908	113347622	1	1	0	1	0	30
4	113347700	113348725	1	1	0	1	0	29
4	113350410	113351603	1	1	0	1	0	36
4	113359803	113360841	1	1	0	3	0	32
4	113361029	113362072	1	1	0	2	0	18
4	122059840	122062970	2	2	0	3	0	32
4	122063070	122063880	2	2	0	3	0	20
4	122063932	122068203	2	2	0	3	0	25
4	122068330	122071257	2	2	0	1	0	25
4	122075835	122078248	2	2	0	1	0	18
4	122078399	122079841	2	2	0	1	0	30
4	122079908	122082290	2	2	0	2	0	27
4	123375009	123377298	2	2	0	2	0	24
4	123377359	123377448	2	2	0	2	0	19
4	129731033	129752887	1	1	0	1	0	20
4	129770323	129773211	1	1	0	2	0	37
4	129773424	129776784	1	1	0	1	0	34
4	129778610	129782858	1	1	0	1	0	13
4	129783381	129789010	1	1	0	1	0	19
4	129789129	129792509	1	1	0	1	0	21
4	166129055	166141085	1	1	0	2	0	31
4	166150066	166159929	1	1	0	2	0	22
4	166160052	166184348	1	1	0	1	0	27
4	166184512	166215510	1	3	0	1	0	12
4	166215621	166218760	1	1	0	2	0	26
4	166218878	166220658	1	1	0	4	0	33
4	166220809	166226759	1	1	0	1	0	34
4	166226878	166231704	1	1	0	1	0	18
4	166231903	166232615	1	1	0	1	0	15
4	166232718	166234389	1	1	0	3	0	22
4	166234519	166235177	1	1	0	2	0	37
4	166235319	166238977	1	1	0	1	0	18
4	166239122	166243183	1	1	0	1	0	31
4	166910644	166913955	1	1	0	2	0	17
4	166914037	166915532	1	1	0	4	0	28
4	166915686	166916212	1	1	0	1	0	13
4	166916331	166924542	1	1	0	1	0	26
4	166924722	166929094	1	1	0	2	0	25
4	166929201	166935587	1	1	0	2	0	30
4	166935713	166946467	1	1	0	2	0	17
4	166946584	166960490	1	1	0	1	0	30
4	166964572	166976227	1	1	0	2	0	36
4	166976424	166978335	1	1	0	3	0	32
4	166978462	166981179	1	1	0	1	0	36
4	166981341	166986834	1	1	0	1	0	27
4	166996156	166999054	1	1	0	2	0	34
4	167020680	167021893	1	1	0	3	0	20
4	187066267	187070326	1	1	0	1	0	12
4	187070438	187070719	1	1	0	2	0	33
4	187070859	187073056	1	1	0	2	0	25
4	187073200	187074798	1	1	0	1	0	33
4	187074925	187075621	1	1	0	1	0	22
4	187077345	187078718	1	1	0	1	0	15
4	187084788	187086497	1	1	0	2	0	18
4	187088251	187088334	1	1	0	3	0	35
4	187088417	187093067	1	1	0	1	0	14
4	190862227	190864356	1	1	0	3	0	29
4	190864428	190873316	1	1	0	1	0	28
4	190873443	190874222	1	1	0	1	0	27
4	190874281	190876191	1	1	0	4	0	25
4	190876307	190878552	1	1	0	1	0	15
4	190878658	190881902	1	1	0	3	0	25
4	190881995	190882976	1	1	0	1	0	31
7	2296659	2296999	2	2	0	1	0	15
7	2297150	2297369	2	2	0	3	0	27
7	2297439	2302864	2	2	0	2	0	34
7	2302998	2303932	2	2	0	1	0	29
7	2304094	2309193	2	2	0	2	0	13
7	2309275	2311484	2	2	0	2	0	32
7	2311607	2314746	2	2	0	1	0	29
7	2559928	2564328	1	1	0	1	0	29
7	2564378	2564852	1	1	0	2	0	21
7	2564953	2565047	1	1	0	2	0	36
7	2565202	2565318	1	1	0	2	0	34
7	2566044	2566469	1	1	0	3	0	30
7	6057677	6062933	1	1	0	2	0	19
7	6064433	6066358	2	2	0	1	0	29
7	6066593	6068245	2	2	0	1	0	36
7	6068329	6068548	2	2	0	2	0	31
7	6068664	6077054	2	2	0	3	0	30
7	6078303	6080522	2	2	0	1	0	34
7	6086723	6088437	2	2	0	2	0	24
7	6088476	6089542	2	2	0	1	0	20
7	7274171	7277885	1	1	0	1	0	12
7	7676714	7677494	2	2	0	2	0	37
7	7677604	7678700	2	2	0	3	0	34
7	7678776	7679950	2	2	0	2	0	15
7	7726960	7754805	2	2	0	1	0	19
7	7754858	7758145	2	2	0	1	0	26
7	8009439	8043537	1	1	0	1	0	19
7	8043690	8062112	1	1	0	1	0	12
7	8099879	8110550	1	1	0	2	0	31
7	8110762	8124526	1	1	0	1	0	31
7	19739904	19744401	2	2	0	1	0	12
7	19744544	19748385	2	2	0	1	0	37
7	20371557	20403259	1	1	0	1	0	17
7	20406810	20418673	1	1	0	2	0	21
7	20431122	20434518	1	1	0	2	0	12
7	20434609	20438482	1	1	0	1	0	34
7	20441750	20444250	1	1	0	2	0	23
7	20449402	20449497	1	1	0	1	0	25
7	21467877	21468294	1	1	0	1	0	32
7	21468411	21468906	1	1	0	1	0	18
7	21470462	21516696	1	1	0	1	0	34
7	21521742	21550639	1	1	0	1	0	17
7	24663404	24681334	1	1	0	1	0	14
7	24681488	24689230	1	1	0	2	0	29
7	24689384	24690103	1	1	0	2	0	16
7	24690332	24703208	1	1	0	1	0	32
7	24705307	24705639	1	1	0	1	0	33
7	24705709	24708117	1	1	0	1	0	30
7	24718953	24720010	1	1	0	1	0	34
7	24720140	24727056	1	1	0	2	0	30
7	25264793	25266244	2	2	0	2	0	14
7	25266646	25267920	2	2	0	2	0	37
7	26217743	26223320	1	1	0	1	0	29
7	27141085	27141728	2	2	0	1	0	22
7	27181705	27182664	2	2	0	1	0	24
7	27185537	27186926	2	2	0	3	0	36
7	27222648	27224054	2	2	0	3	0	28
7	27283022	27284666	1	1	0	1	0	25
7	29394280	29407547	1	1	0	1	0	16
7	29407604	29433294	1	1	0	1	0	25
7	29433327	29437988	1	1	0	1	0	34
7	29438103	29440158	1	1	0	2	0	24
7	29440445	29519894	1	1	0	2	0	30
7	29519973	29535567	1	1	0	2	0	12
7	29535653	29539482	1	1	0	1	0	35
7	29544438	29546843	1	1	0	3	0	31
7	29546982	29548916	1	1	0	2	0	28
7	29549023	29552179	1	1	0	2	0	29
7	30054510	30058611	2	2	0	2	0	32
7	30058740	30062280	2	2	0	2	0	25
7	30062433	30065927	2	2	0	1	0	36
7	30465327	30468989	2	2	0	1	0	28
7	30469074	30472711	2	2	0	1	0	17
7	30472796	30475613	2	2	0	1	0	19
7	30475698	30477188	2	2	0	2	0	30
7	30477273	30485756	2	2	0	2	0	18
7	30485841	30486582	2	2	0	2	0	26
7	30486667	30487913	2	2	0	2	0	37
7	30487998	30490831	2	2	0	1	0	28
7	30492657	30494752	2	2	0	2	0	33
7	30498857	30499516	2	2	0	1	0	22
7	30499658	30518221	2	2	0	1	0	21
7	30540298	30544184	2	2	0	1	0	26
7	30791921	30793346	1	1	0	1	0	21
7	30793555	30795037	1	1	0	2	0	22
7	32527370	32528236	2	2	0	1	0	17
7	32528265	32528860	2	2	0	3	0	28
7	32528957	32529636	2	2	0	2	0	26
7	37888331	37888425	1	1	0	2	0	35
7	37889902	37889979	1	1	0	1	0	24
7	37890038	37890230	1	1	0	1	0	18
7	37890338	37896875	1	1	0	3	0	22
